model,rank,tier,lat,lon,h,w,pred,true,intervention,cmf,expected_severity_reduction_pct
convlstm,2123,BASELINE,42.0175,-87.6675,75,56,0.2336810757988132,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2124,BASELINE,41.6825,-87.7175,8,46,0.2320563113316893,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2125,BASELINE,41.8175,-87.7175,35,46,0.2315535457455553,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2126,BASELINE,41.7025,-87.7225,12,45,0.2306344318203628,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2127,BASELINE,41.9525,-87.8275,62,24,0.2289051553234458,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2128,BASELINE,41.6625,-87.55250000000001,4,79,0.2285419278778135,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2129,BASELINE,41.6525,-87.5575,2,78,0.2274030740954913,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2130,BASELINE,41.7725,-87.77250000000001,26,35,0.2270358051173389,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2131,BASELINE,41.9375,-87.8225,59,25,0.2250376022420823,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2132,BASELINE,41.9025,-87.6175,52,66,0.2250213599181734,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2133,BASELINE,41.9875,-87.8275,69,24,0.224763746431563,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2134,BASELINE,41.6875,-87.5425,9,81,0.2245850032195449,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2135,BASELINE,41.9725,-87.8425,66,21,0.2241191160865128,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2136,BASELINE,41.7725,-87.78750000000001,26,32,0.2239743271493353,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2137,BASELINE,41.9675,-87.7925,65,31,0.2236402318812906,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2138,BASELINE,41.9375,-87.8275,59,24,0.2226860612281598,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2139,BASELINE,41.6725,-87.5475,6,80,0.2222808422520756,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2140,BASELINE,41.9825,-87.8275,68,24,0.2208969127386808,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2141,BASELINE,41.9375,-87.8325,59,23,0.220611116325017,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2142,BASELINE,41.7525,-87.7425,22,41,0.2201004209346138,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2143,BASELINE,41.8725,-87.75750000000001,46,38,0.2197996372706256,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2144,BASELINE,41.9525,-87.8225,62,25,0.2184052979573607,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2145,BASELINE,41.9975,-87.7475,71,40,0.2182608917937614,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2146,BASELINE,41.9525,-87.89750000000001,62,10,0.2182288048788905,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2147,BASELINE,41.7725,-87.7775,26,34,0.2172959591844119,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2148,BASELINE,41.8675,-87.7525,45,39,0.2172079193987883,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2149,BASELINE,42.0125,-87.7075,74,48,0.2169467085041105,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2150,BASELINE,42.0075,-87.7075,73,48,0.2160097906016744,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2151,BASELINE,41.9075,-87.7925,53,31,0.2153701814240776,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2152,BASELINE,41.7725,-87.7075,26,48,0.2153049972839653,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2153,BASELINE,41.7125,-87.5875,14,72,0.2148472238332033,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2154,BASELINE,41.8375,-87.7075,39,48,0.2130107106640935,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2155,BASELINE,41.9525,-87.8125,62,27,0.2127168616862036,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2156,BASELINE,41.8725,-87.7625,46,37,0.2120834370725788,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2157,BASELINE,41.9925,-87.7225,70,45,0.2113233185373246,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2158,BASELINE,41.9975,-87.7175,71,46,0.2111873934045434,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2159,BASELINE,41.7125,-87.5975,14,70,0.2104129763902165,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2160,BASELINE,41.6625,-87.5425,4,81,0.2103932434692978,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2161,BASELINE,41.7125,-87.5725,14,75,0.2102084532380104,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2162,BASELINE,41.9375,-87.63250000000001,59,63,0.2088147876784205,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2163,BASELINE,41.9525,-87.9025,62,9,0.2082434241310693,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2164,BASELINE,41.8775,-87.77250000000001,47,35,0.2074125031940639,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2165,BASELINE,41.9975,-87.7125,71,47,0.2060816487646661,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2166,BASELINE,41.6775,-87.67750000000001,7,54,0.2058159065782092,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2167,BASELINE,42.0125,-87.66250000000001,74,57,0.2056199563667178,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2168,BASELINE,41.8225,-87.7175,36,46,0.2055610487586818,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2169,BASELINE,41.7875,-87.7625,29,37,0.2054581288830377,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2170,BASELINE,41.6925,-87.6975,10,50,0.2051858039922081,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2171,BASELINE,41.7175,-87.5775,15,74,0.2045126534649171,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2172,BASELINE,41.7975,-87.75750000000001,31,38,0.2040026164613664,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2173,BASELINE,41.9725,-87.8375,66,22,0.2033584145829081,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2174,BASELINE,42.0075,-87.8125,73,27,0.2025874574319459,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2175,BASELINE,41.7375,-87.7125,19,47,0.2023970642476342,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2176,BASELINE,41.7075,-87.7175,13,46,0.2020814924035221,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2177,BASELINE,41.7725,-87.7375,26,42,0.2016240251250565,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2178,BASELINE,41.6525,-87.55250000000001,2,79,0.2014248599298298,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2179,BASELINE,41.6825,-87.7125,8,47,0.200957273656968,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2180,BASELINE,41.6475,-87.5475,1,80,0.2008661720901727,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2181,BASELINE,41.7075,-87.5725,13,75,0.2004744246951304,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2182,BASELINE,41.9875,-87.6725,69,55,0.1997148570953868,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2183,BASELINE,41.9975,-87.7375,71,42,0.1993934526690282,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2184,BASELINE,41.9575,-87.7975,63,30,0.1974069303250871,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2185,BASELINE,41.6625,-87.6275,4,64,0.1955686411820352,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2186,BASELINE,41.7325,-87.67750000000001,18,54,0.194835297355894,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2187,BASELINE,41.7375,-87.6975,19,50,0.1942354752682149,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2188,BASELINE,41.6925,-87.6025,10,69,0.1932256883010268,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2189,BASELINE,41.9075,-87.7975,53,30,0.1924666566774249,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2190,BASELINE,41.9725,-87.8225,66,25,0.1919413568102754,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2191,BASELINE,41.9775,-87.8425,67,21,0.1917499378905631,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2192,BASELINE,41.9525,-87.81750000000001,62,26,0.1914777201600372,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2193,BASELINE,41.9925,-87.67750000000001,70,54,0.1910576364025473,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2194,BASELINE,41.6775,-87.5425,7,81,0.1901928221341222,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2195,BASELINE,41.7375,-87.7075,19,48,0.1896341648534871,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2196,BASELINE,41.8275,-87.7075,37,48,0.1888898753095418,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2197,BASELINE,41.7725,-87.7825,26,33,0.1886517957318574,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2198,BASELINE,41.7125,-87.5825,14,73,0.1883997088298201,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2199,BASELINE,41.7625,-87.7425,24,41,0.1881981249898672,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2200,BASELINE,42.0025,-87.8225,72,25,0.1879837736487388,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2201,BASELINE,41.7375,-87.7025,19,49,0.1869991542771458,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2202,BASELINE,41.7175,-87.5325,15,83,0.186944548448082,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2203,BASELINE,41.9725,-87.8475,66,20,0.1868017343222163,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2204,BASELINE,41.7075,-87.5975,13,70,0.1863751751370728,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2205,BASELINE,41.8325,-87.7175,38,46,0.1853967862552963,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2206,BASELINE,41.9575,-87.8375,63,22,0.1853614691644907,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2207,BASELINE,41.7725,-87.7975,26,30,0.1843476715148426,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2208,BASELINE,41.7325,-87.7375,18,42,0.1843078231904655,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2209,BASELINE,41.9975,-87.7425,71,41,0.1842896672314964,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2210,BASELINE,41.9875,-87.6525,69,59,0.1818117229267954,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2211,BASELINE,41.7275,-87.67750000000001,17,54,0.1814511437551118,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2212,BASELINE,41.9725,-87.8125,66,27,0.1798997688456438,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2213,BASELINE,41.8625,-87.7375,44,42,0.1790472166612744,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2214,BASELINE,41.7675,-87.7425,25,41,0.1785439918749034,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2215,BASELINE,41.6825,-87.7325,8,43,0.1768435416161082,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2216,BASELINE,41.7975,-87.7675,31,36,0.1757971365004778,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2217,BASELINE,41.7025,-87.69250000000001,12,51,0.1756420449819415,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2218,BASELINE,41.9975,-87.6575,71,58,0.1753509363625198,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2219,BASELINE,42.0175,-87.6825,75,53,0.1750153255998157,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2220,BASELINE,41.6525,-87.6125,2,67,0.174347257707268,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2221,BASELINE,41.8675,-87.7625,45,37,0.1738102007657289,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2222,BASELINE,41.6825,-87.6125,8,67,0.1733722366043366,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2223,BASELINE,41.6675,-87.5575,5,78,0.1726953815668821,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2224,BASELINE,41.8875,-87.6125,49,67,0.1722303517162799,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2225,BASELINE,41.8275,-87.7125,37,47,0.1712037255056202,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2226,BASELINE,41.7575,-87.7425,23,41,0.1702010571025312,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2227,BASELINE,41.7975,-87.5775,31,74,0.1690761800855398,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2228,BASELINE,41.9825,-87.8425,68,21,0.1686776815913617,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2229,BASELINE,41.7875,-87.7425,29,41,0.1684843949624337,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2230,BASELINE,41.6575,-87.6375,3,62,0.1681602504104375,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2231,BASELINE,41.6775,-87.6825,7,53,0.1677669719792902,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2232,BASELINE,41.9625,-87.8475,64,20,0.1651197145693004,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2233,BASELINE,42.0025,-87.7625,72,37,0.1635970431379974,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2234,BASELINE,41.7675,-87.7325,25,43,0.1633328011375852,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2235,BASELINE,41.9075,-87.80250000000001,53,29,0.1615292166825384,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2236,BASELINE,42.0125,-87.81750000000001,74,26,0.1608444929588586,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2237,BASELINE,41.7325,-87.7225,18,45,0.1597883822396397,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2238,BASELINE,41.9825,-87.6825,68,53,0.1591014081495814,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2239,BASELINE,41.7975,-87.7625,31,37,0.1590898195281624,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2240,BASELINE,41.8175,-87.7325,35,43,0.1589036514051258,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2241,BASELINE,41.6625,-87.6225,4,65,0.1587440285366028,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2242,BASELINE,41.7475,-87.5425,21,81,0.1581191155128181,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2243,BASELINE,41.9725,-87.81750000000001,66,26,0.1566615058109164,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2244,BASELINE,41.7675,-87.6975,25,50,0.1559151036781259,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2245,BASELINE,41.7075,-87.5825,13,73,0.154102578992024,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2246,BASELINE,41.7775,-87.7525,27,39,0.1537848946172744,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2247,BASELINE,41.6875,-87.6875,9,52,0.153429198951926,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2248,BASELINE,41.8175,-87.7425,35,41,0.1523018725565634,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2249,BASELINE,41.7075,-87.7225,13,45,0.1512342956848442,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2250,BASELINE,41.9975,-87.7275,71,44,0.1511743012233637,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2251,BASELINE,41.9975,-87.7325,71,43,0.1511239358223974,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2252,BASELINE,41.8775,-87.7675,47,36,0.1509791775606572,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2253,BASELINE,41.7575,-87.7275,23,44,0.1507591316476464,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2254,BASELINE,42.0175,-87.6975,75,50,0.1495487406500615,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2255,BASELINE,41.8375,-87.7125,39,47,0.1492642452940344,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2256,BASELINE,41.7825,-87.5725,28,75,0.1483094929717481,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2257,BASELINE,41.9525,-87.91250000000001,62,7,0.1477913882117718,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2258,BASELINE,41.9825,-87.8475,68,20,0.1474479853641241,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2259,BASELINE,41.6475,-87.6125,1,67,0.1465591824962757,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2260,BASELINE,42.0175,-87.6875,75,52,0.1453545016702264,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2261,BASELINE,41.9575,-87.8425,63,21,0.1450537333148531,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2262,BASELINE,41.6875,-87.6025,9,69,0.1449520075693726,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2263,BASELINE,41.7575,-87.7325,23,43,0.1447150761377997,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2264,BASELINE,42.0125,-87.8125,74,27,0.1445220345631241,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2265,BASELINE,41.6525,-87.53750000000001,2,82,0.1441760445013642,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2266,BASELINE,41.9775,-87.8475,67,20,0.1435239128768444,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2267,BASELINE,41.7725,-87.7625,26,37,0.1433098218403756,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2268,BASELINE,41.9825,-87.67750000000001,68,54,0.1420992165803909,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2269,BASELINE,41.6675,-87.5425,5,81,0.1418970816303044,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2270,BASELINE,41.8925,-87.6125,50,67,0.1418612135457806,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2271,BASELINE,41.9675,-87.80250000000001,65,29,0.1406858640257269,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2272,BASELINE,41.7625,-87.7325,24,43,0.1396423829137347,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2273,BASELINE,41.8075,-87.7525,33,39,0.1396233389968983,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2274,BASELINE,41.6525,-87.6075,2,68,0.1393685424118302,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2275,BASELINE,41.9675,-87.7975,65,30,0.1384953390224836,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2276,BASELINE,41.9825,-87.8775,68,14,0.1377218865673057,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2277,BASELINE,41.8675,-87.75750000000001,45,38,0.1367200755048543,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2278,BASELINE,41.7525,-87.7375,22,42,0.1363410188932903,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2279,BASELINE,41.7675,-87.7275,25,44,0.1362124571460299,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2280,BASELINE,41.6825,-87.7275,8,44,0.13610088796122,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2281,BASELINE,41.7725,-87.7475,26,40,0.1356036641518585,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2282,BASELINE,41.7925,-87.7475,30,40,0.1352110900334082,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2283,BASELINE,41.8225,-87.7275,36,44,0.1346924188546836,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2284,BASELINE,41.8325,-87.7325,38,43,0.1344830735470168,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2285,BASELINE,42.0175,-87.69250000000001,75,51,0.1331620318815112,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2286,BASELINE,41.9625,-87.7925,64,31,0.1329357093200087,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2287,BASELINE,41.7025,-87.5475,12,80,0.1321296189562417,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2288,BASELINE,41.6575,-87.5975,3,70,0.132076620531734,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2289,BASELINE,41.7975,-87.7775,31,34,0.1312342027667909,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2290,BASELINE,41.6575,-87.5875,3,72,0.1308490838855505,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2291,BASELINE,41.6575,-87.5625,3,77,0.1302627027616836,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2292,BASELINE,41.6575,-87.6075,3,68,0.1297210534103214,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2293,BASELINE,41.6725,-87.5425,6,81,0.1293545957305468,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2294,BASELINE,41.6975,-87.5275,11,84,0.1290255217463709,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2295,BASELINE,41.7925,-87.7525,30,39,0.1287072862614877,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2296,BASELINE,41.9975,-87.7225,71,45,0.1286458221729844,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2297,BASELINE,41.9925,-87.6825,70,53,0.1282015049364417,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2298,BASELINE,41.7025,-87.6975,12,50,0.1281101354397833,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2299,BASELINE,41.7025,-87.55250000000001,12,79,0.1275504678487777,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2300,BASELINE,41.7975,-87.7825,31,33,0.126747354894178,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2301,BASELINE,41.7425,-87.5425,20,81,0.1265131025575101,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2302,BASELINE,41.7975,-87.77250000000001,31,35,0.1263862247578799,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2303,BASELINE,41.6775,-87.6175,7,66,0.1258046810689848,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2304,BASELINE,41.7075,-87.7075,13,48,0.1246964598249178,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2305,BASELINE,41.9775,-87.8275,67,24,0.1245486933912616,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2306,BASELINE,41.7125,-87.6875,14,52,0.1244105254590977,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2307,BASELINE,41.8975,-87.7775,51,34,0.1240559932775795,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2308,BASELINE,41.6875,-87.7025,9,49,0.1219316320784855,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2309,BASELINE,41.9575,-87.80250000000001,63,29,0.1212119129486382,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2310,BASELINE,41.7775,-87.75750000000001,27,38,0.1186127473774831,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2311,BASELINE,41.6575,-87.6025,3,69,0.1178143495053518,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2312,BASELINE,41.7575,-87.55250000000001,23,79,0.116999341873452,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2313,BASELINE,41.6975,-87.52250000000001,11,85,0.1157081902783829,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2314,BASELINE,41.6875,-87.53750000000001,9,82,0.1151564831379801,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2315,BASELINE,41.7125,-87.5275,14,84,0.1146827121265232,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2316,BASELINE,41.8175,-87.7375,35,42,0.1139917424879968,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,2317,BASELINE,42.0125,-87.7825,74,33,0.1137638431973755,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
