model,rank,tier,lat,lon,h,w,pred,true,intervention,cmf,expected_severity_reduction_pct
convlstm,344,MONITOR,41.8875,-87.7475,49,40,0.7213132726028562,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,345,MONITOR,41.7225,-87.6225,16,65,0.7209093088749796,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,346,MONITOR,41.9175,-87.64750000000001,55,60,0.7208671180997044,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,347,MONITOR,41.7575,-87.6125,23,67,0.7207388321403414,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,348,MONITOR,41.7325,-87.5775,18,74,0.7206747196614742,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,349,MONITOR,41.8025,-87.6125,32,67,0.720412697410211,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,350,MONITOR,41.7375,-87.5875,19,72,0.7201329171657562,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,351,MONITOR,41.7825,-87.6175,28,66,0.7201030959840864,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,352,MONITOR,41.8875,-87.7225,49,45,0.7197723686695099,4.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,353,MONITOR,41.9125,-87.7075,54,48,0.7197456704452634,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,354,MONITOR,41.8325,-87.67750000000001,38,54,0.7194976098835468,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,355,MONITOR,41.9025,-87.7125,52,47,0.7192634490784258,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,356,MONITOR,41.9025,-87.7275,52,44,0.7191017903387547,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,357,MONITOR,41.9025,-87.67750000000001,52,54,0.7182056847959757,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,358,MONITOR,41.7725,-87.6075,26,68,0.7178197854664177,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,359,MONITOR,41.9025,-87.7175,52,46,0.7174506029114127,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,360,MONITOR,41.9025,-87.6725,52,55,0.7174287422094494,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,361,MONITOR,41.7425,-87.66250000000001,20,57,0.7172828817274421,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,362,MONITOR,41.8825,-87.6975,48,50,0.7171770685818046,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,363,MONITOR,41.7775,-87.66250000000001,27,57,0.7171466965228319,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,364,MONITOR,41.7675,-87.6525,25,59,0.7170426587108523,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,365,MONITOR,41.8875,-87.6825,49,53,0.7168212349060923,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,366,MONITOR,41.7725,-87.5975,26,70,0.7166784366127104,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,367,MONITOR,41.6925,-87.6425,10,61,0.7166717005893588,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,368,MONITOR,41.9125,-87.6875,54,52,0.7160962189082056,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,369,MONITOR,41.7625,-87.6525,24,59,0.7156285718083382,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,370,MONITOR,41.7325,-87.64750000000001,18,60,0.7155295554548502,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,371,MONITOR,41.8275,-87.69250000000001,37,51,0.715323562733829,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,372,MONITOR,41.7675,-87.6025,25,69,0.7152247915510088,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,373,MONITOR,41.8825,-87.7475,48,40,0.7147602057084441,5.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,374,MONITOR,41.7425,-87.6375,20,62,0.7144435623195022,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,375,MONITOR,41.6975,-87.6225,11,65,0.7143313807900995,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,376,MONITOR,41.8975,-87.6875,51,52,0.7141338384244591,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,377,MONITOR,41.7975,-87.66250000000001,31,57,0.7134843245148659,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,378,MONITOR,41.9675,-87.7475,65,40,0.7133752049412578,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,379,MONITOR,41.7225,-87.5625,16,77,0.7133385865017772,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,380,MONITOR,41.7375,-87.5825,19,73,0.7130870965775102,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,381,MONITOR,41.7775,-87.5875,27,72,0.7130704408045858,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,382,MONITOR,41.9325,-87.7025,58,49,0.7130022256169468,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,383,MONITOR,41.9925,-87.7825,70,33,0.7126917669083923,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,384,MONITOR,41.7625,-87.6125,24,67,0.7126504946500063,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,385,MONITOR,41.9325,-87.69250000000001,58,51,0.7125347005203366,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,386,MONITOR,41.7625,-87.5775,24,74,0.7123767156153917,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,387,MONITOR,41.9525,-87.7225,62,45,0.7123496497515589,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,388,MONITOR,41.8775,-87.6975,47,50,0.7120519280433655,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,389,MONITOR,41.9275,-87.7125,57,47,0.7109862035140395,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,390,MONITOR,41.7875,-87.6175,29,66,0.7109029246494174,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,391,MONITOR,41.7425,-87.5825,20,73,0.7107734137680382,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,392,MONITOR,41.9025,-87.7075,52,48,0.7107645960059017,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,393,MONITOR,41.9875,-87.78750000000001,69,32,0.710635636234656,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,394,MONITOR,41.7225,-87.6425,16,61,0.7104232141282409,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,395,MONITOR,41.7725,-87.5875,26,72,0.7102114036679268,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,396,MONITOR,41.7675,-87.6425,25,61,0.7100348649546504,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,397,MONITOR,41.8025,-87.6825,32,53,0.7097412457223982,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,398,MONITOR,41.9525,-87.75750000000001,62,38,0.7096824608743191,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,399,MONITOR,41.8675,-87.6225,45,65,0.7090430504176766,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,400,MONITOR,41.7625,-87.5875,24,72,0.7086816446390003,4.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,401,MONITOR,41.8725,-87.7175,46,46,0.7080810572952032,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,402,MONITOR,41.8975,-87.7125,51,47,0.7080134542193264,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,403,MONITOR,41.7275,-87.6425,17,61,0.7075225375592709,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,404,MONITOR,41.7725,-87.66250000000001,26,57,0.7072794979903847,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,405,MONITOR,41.8825,-87.7125,48,47,0.7069526894483715,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,406,MONITOR,41.8875,-87.6875,49,52,0.7067808043211699,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,407,MONITOR,41.9025,-87.6875,52,52,0.7067241629119962,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,408,MONITOR,41.6875,-87.6275,9,64,0.7062961338087916,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,409,MONITOR,41.8025,-87.7325,32,43,0.7061586624477059,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,410,MONITOR,41.9075,-87.6225,53,65,0.7058888021856546,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,411,MONITOR,41.9325,-87.6375,58,62,0.7055122104939073,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,412,MONITOR,41.7925,-87.64750000000001,30,60,0.7054259311407804,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,413,MONITOR,41.9425,-87.7975,60,30,0.7048762291669846,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,414,MONITOR,41.9125,-87.6725,54,55,0.7045656479895115,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,415,MONITOR,41.9025,-87.7225,52,45,0.704331242479384,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,416,MONITOR,41.8625,-87.6275,44,64,0.7042830509599298,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,417,MONITOR,41.8975,-87.7225,51,45,0.7038852106779814,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,418,MONITOR,41.7875,-87.67750000000001,29,54,0.7038650645408779,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,419,MONITOR,41.9275,-87.69250000000001,57,51,0.7038337122648954,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,420,MONITOR,41.9475,-87.7275,61,44,0.7034411383792758,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,421,MONITOR,41.9375,-87.6425,59,61,0.7032982169184834,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,422,MONITOR,41.8325,-87.6275,38,64,0.703202752629295,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,423,MONITOR,41.7775,-87.6225,27,65,0.7031699309591204,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,424,MONITOR,41.9075,-87.6375,53,62,0.70228092931211,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,425,MONITOR,41.8025,-87.5975,32,70,0.7020574230700731,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,426,MONITOR,41.7675,-87.6825,25,53,0.7018575540278107,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,427,MONITOR,41.7875,-87.7225,29,45,0.7016548067331314,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,428,MONITOR,41.7325,-87.5875,18,72,0.7015910614281893,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,429,MONITOR,41.8925,-87.6875,50,52,0.7015069255139679,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,430,MONITOR,41.9175,-87.6725,55,55,0.7010836116969585,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,431,MONITOR,41.7875,-87.6575,29,58,0.7010409312788397,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,432,MONITOR,41.7575,-87.6175,23,66,0.7008665353059769,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,433,MONITOR,41.7475,-87.7175,21,46,0.7007930541876704,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,434,MONITOR,41.8975,-87.6975,51,50,0.7007203688845038,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,435,MONITOR,41.8225,-87.63250000000001,36,63,0.7004845549818128,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,436,MONITOR,41.7575,-87.6075,23,68,0.7001691365148872,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,437,MONITOR,41.8775,-87.7025,47,49,0.699843123788014,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,438,MONITOR,41.7975,-87.7425,31,41,0.6998246926814318,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,439,MONITOR,41.9475,-87.7475,61,40,0.6996912623289973,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,440,MONITOR,41.8025,-87.64750000000001,32,60,0.6996331512928009,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,441,MONITOR,41.9025,-87.6375,52,62,0.6994185242801905,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,442,MONITOR,41.8975,-87.7275,51,44,0.69931467063725,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,443,MONITOR,41.9775,-87.77250000000001,67,35,0.699247129028663,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,444,MONITOR,41.8875,-87.6525,49,59,0.6991725452244282,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,445,MONITOR,41.9475,-87.78750000000001,61,32,0.6991324983537197,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,446,MONITOR,41.9875,-87.7425,69,41,0.6991289465222508,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,447,MONITOR,41.7275,-87.6025,17,69,0.6990051304455847,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,448,MONITOR,41.9775,-87.7675,67,36,0.6989757381379604,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,449,MONITOR,41.9325,-87.7125,58,47,0.6988581677433103,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,450,MONITOR,41.7625,-87.63250000000001,24,63,0.6985138466116041,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,451,MONITOR,41.7825,-87.6225,28,65,0.6979708801954985,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,452,MONITOR,41.7525,-87.5925,22,71,0.6979473663959652,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,453,MONITOR,41.7675,-87.6075,25,68,0.6977082455996424,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,454,MONITOR,41.7275,-87.5625,17,77,0.6975800208747387,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,455,MONITOR,41.7875,-87.69250000000001,29,51,0.6972964443266392,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,456,MONITOR,41.7775,-87.6375,27,62,0.69680748693645,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,457,MONITOR,41.7775,-87.7425,27,41,0.6967889328952879,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,458,MONITOR,41.7925,-87.5925,30,71,0.6964447339996696,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,459,MONITOR,41.7125,-87.53750000000001,14,82,0.696386132389307,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,460,MONITOR,41.7825,-87.5875,28,72,0.6963485961314291,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,461,MONITOR,41.7925,-87.7225,30,45,0.6963044460862875,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,462,MONITOR,41.6975,-87.6375,11,62,0.6962965466082096,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,463,MONITOR,41.6975,-87.6275,11,64,0.6962050625588745,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,464,MONITOR,41.8025,-87.7225,32,45,0.6958724369760603,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,465,MONITOR,41.8675,-87.67750000000001,45,54,0.6957096143160015,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,466,MONITOR,41.9725,-87.78750000000001,66,32,0.6956301929894835,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,467,MONITOR,41.7675,-87.67750000000001,25,54,0.6953084061387926,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,468,MONITOR,41.9225,-87.66250000000001,56,57,0.6948925629258156,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,469,MONITOR,41.9125,-87.6975,54,50,0.694727107649669,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,470,MONITOR,41.7975,-87.5925,31,71,0.6943222861737013,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,471,MONITOR,41.9325,-87.7175,58,46,0.6938294100109488,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,472,MONITOR,41.9225,-87.7125,56,47,0.693629908375442,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,473,MONITOR,41.8775,-87.6875,47,52,0.6935678778681904,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,474,MONITOR,41.7375,-87.6675,19,56,0.69355428381823,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,475,MONITOR,41.8125,-87.6175,34,66,0.6932466421276331,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,476,MONITOR,41.9475,-87.75750000000001,61,38,0.6932068394962698,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,477,MONITOR,41.9425,-87.78750000000001,60,32,0.6932031044270843,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,478,MONITOR,41.7525,-87.6425,22,61,0.6926524227019399,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,479,MONITOR,41.8275,-87.67750000000001,37,54,0.6924427561461926,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,480,MONITOR,41.7425,-87.6225,20,65,0.6922736875712872,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,481,MONITOR,41.8575,-87.6675,43,56,0.6921013740357012,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,482,MONITOR,41.7975,-87.69250000000001,31,51,0.6920552642550319,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,483,MONITOR,41.7775,-87.5825,27,73,0.6916309094522148,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,484,MONITOR,41.7475,-87.55250000000001,21,79,0.6914623307529837,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,485,MONITOR,41.7475,-87.6425,21,61,0.69143465324305,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,486,MONITOR,41.8175,-87.6175,35,66,0.6914126088377088,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,487,MONITOR,41.7525,-87.6825,22,53,0.6910878212656826,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,488,MONITOR,41.9275,-87.7175,57,46,0.6908015497028828,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,489,MONITOR,41.8025,-87.5925,32,71,0.6907751578837633,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,490,MONITOR,41.7875,-87.5825,29,73,0.6907286811619997,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,491,MONITOR,41.8675,-87.7275,45,44,0.6904132012277842,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,492,MONITOR,41.8725,-87.7325,46,43,0.6903801953885704,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,493,MONITOR,41.8825,-87.7075,48,48,0.6903314532246441,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,494,MONITOR,41.7625,-87.6425,24,61,0.6903013254050165,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,495,MONITOR,41.7475,-87.6225,21,65,0.6901251543313265,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,496,MONITOR,41.7275,-87.5875,17,72,0.689902750775218,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,497,MONITOR,41.7475,-87.5825,21,73,0.6898591516073793,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,498,MONITOR,41.8775,-87.6675,47,56,0.6894734969828278,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,499,MONITOR,41.7475,-87.6825,21,53,0.6893005706369877,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,500,MONITOR,41.9075,-87.7275,53,44,0.6891220724210143,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,501,MONITOR,41.9175,-87.6525,55,59,0.6887190884444863,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,502,MONITOR,41.9525,-87.7325,62,43,0.6886707746889442,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,503,BASELINE,41.9075,-87.7025,53,49,0.6886004770640284,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,504,BASELINE,41.9875,-87.7775,69,34,0.6885620222892612,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,505,BASELINE,41.9075,-87.67750000000001,53,54,0.6884830908384174,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,506,BASELINE,41.7925,-87.69250000000001,30,51,0.6882543803658336,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,507,BASELINE,41.9075,-87.7675,53,36,0.6879548209253699,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,508,BASELINE,41.7575,-87.6025,23,69,0.6879314908292145,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,509,BASELINE,41.8825,-87.6575,48,58,0.6878319235984236,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,510,BASELINE,41.7775,-87.6175,27,66,0.6875455302651972,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,511,BASELINE,41.9025,-87.6425,52,61,0.6875386720057577,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,512,BASELINE,41.9475,-87.8075,61,28,0.6873783599585295,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,513,BASELINE,41.7875,-87.5775,29,74,0.6870464691892266,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,514,BASELINE,41.8575,-87.6275,43,64,0.6868054503574967,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,515,BASELINE,41.8075,-87.6575,33,58,0.6867753844708204,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,516,BASELINE,41.8975,-87.7475,51,40,0.6867594020441175,4.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,517,BASELINE,41.9175,-87.6975,55,50,0.686659712344408,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,518,BASELINE,41.6975,-87.64750000000001,11,60,0.6864937057252973,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,519,BASELINE,41.8175,-87.7025,35,49,0.6857948368415236,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,520,BASELINE,41.9075,-87.66250000000001,53,57,0.6857559529598802,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,521,BASELINE,41.8075,-87.7125,33,47,0.685024262405932,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,522,BASELINE,41.8825,-87.6875,48,52,0.6848312513902783,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,523,BASELINE,41.8925,-87.7475,50,40,0.6847690371796489,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,524,BASELINE,41.7575,-87.5975,23,70,0.6844116116408259,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,525,BASELINE,41.9575,-87.6425,63,61,0.6839342277962714,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,526,BASELINE,41.8325,-87.63250000000001,38,63,0.6837975524831563,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,527,BASELINE,41.7725,-87.6525,26,59,0.6836900860071182,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,528,BASELINE,41.9175,-87.6575,55,58,0.6836048476397991,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,529,BASELINE,41.9625,-87.7525,64,39,0.6835872733499855,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,530,BASELINE,41.8575,-87.6375,43,62,0.6835505329072475,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,531,BASELINE,41.9225,-87.69250000000001,56,51,0.68350172881037,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,532,BASELINE,41.7425,-87.5625,20,77,0.6830438787583262,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,533,BASELINE,41.7525,-87.6225,22,65,0.6826956998556852,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,534,BASELINE,41.9775,-87.7825,67,33,0.682675308547914,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,535,BASELINE,41.8025,-87.66250000000001,32,57,0.6826412007212639,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,536,BASELINE,41.9575,-87.75750000000001,63,38,0.6825775171164423,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,537,BASELINE,41.8025,-87.7425,32,41,0.6822042930871248,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,538,BASELINE,41.8875,-87.66250000000001,49,57,0.6821286685299128,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,539,BASELINE,41.8425,-87.6675,40,56,0.6820942547637969,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,540,BASELINE,41.8725,-87.6975,46,50,0.6815438794437796,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
