rank,tier,lat,lon,h,w,pred,true,intervention,cmf,expected_severity_reduction_pct
622,BASELINE,41.7525,-87.6125,22,67,0.788531301042047,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
623,BASELINE,41.9175,-87.64750000000001,55,60,0.7880806711102121,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
624,BASELINE,41.9375,-87.7225,59,45,0.7880002161075574,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
625,BASELINE,41.9275,-87.7025,57,49,0.7878680539096958,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
626,BASELINE,41.9825,-87.7825,68,33,0.7871949286726335,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
627,BASELINE,41.9225,-87.6725,56,55,0.7849160938115878,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
628,BASELINE,41.9025,-87.7525,52,39,0.782583682282527,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
629,BASELINE,41.9875,-87.8075,69,28,0.7814329454020333,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
630,BASELINE,41.7625,-87.5625,24,77,0.7811515184921802,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
631,BASELINE,42.0075,-87.6725,73,55,0.780286816488734,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
632,BASELINE,41.9325,-87.7125,58,47,0.7793222602679238,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
633,BASELINE,41.8525,-87.64750000000001,42,60,0.7788311274854547,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
634,BASELINE,41.9525,-87.7125,62,47,0.7785413575601253,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
635,BASELINE,41.7925,-87.6525,30,59,0.7785098740002382,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
636,BASELINE,41.9225,-87.7975,56,30,0.7779467434145766,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
637,BASELINE,41.9025,-87.6875,52,52,0.7775043273496618,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
638,BASELINE,41.7525,-87.56750000000001,22,76,0.7754730611522365,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
639,BASELINE,41.7925,-87.5875,30,72,0.7743729060846783,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
640,BASELINE,41.6975,-87.6225,11,65,0.7743029605606525,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
641,BASELINE,41.6875,-87.6425,9,61,0.772196549252412,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
642,BASELINE,41.7425,-87.6375,20,62,0.7713175952326625,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
643,BASELINE,41.8625,-87.67750000000001,44,54,0.7691100446238084,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
644,BASELINE,41.9125,-87.7075,54,48,0.7688778958670807,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
645,BASELINE,41.7375,-87.55250000000001,19,79,0.7686363777477084,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
646,BASELINE,41.9375,-87.81750000000001,59,26,0.7677345700808088,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
647,BASELINE,41.9175,-87.7075,55,48,0.7674237299268296,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
648,BASELINE,41.9225,-87.64750000000001,56,60,0.7664933229181131,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
649,BASELINE,41.9475,-87.75750000000001,61,38,0.7654045312678021,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
650,BASELINE,41.9925,-87.6875,70,52,0.7643862560488687,5,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
651,BASELINE,41.9075,-87.7625,53,37,0.7617734299184901,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
652,BASELINE,41.7225,-87.6675,16,56,0.7561352493674401,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
653,BASELINE,41.9225,-87.7125,56,47,0.7548579923803684,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
654,BASELINE,41.8875,-87.7525,49,39,0.7542809180285566,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
655,BASELINE,41.8125,-87.6675,34,56,0.7542528909531004,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
656,BASELINE,41.9375,-87.7775,59,34,0.7531113191837122,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
657,BASELINE,41.7575,-87.6825,23,53,0.7531024915803736,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
658,BASELINE,41.7975,-87.7025,31,49,0.7527704173323078,4,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
659,BASELINE,41.9475,-87.67750000000001,61,54,0.7516748342278017,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
660,BASELINE,41.8025,-87.6675,32,56,0.7502967474046189,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
661,BASELINE,41.7475,-87.6025,21,69,0.7463721442169912,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
662,BASELINE,41.7925,-87.6725,30,55,0.7450041217665794,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
663,BASELINE,41.8675,-87.67750000000001,45,54,0.7435423912408954,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
664,BASELINE,41.9375,-87.78750000000001,59,32,0.7427810594079549,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
665,BASELINE,41.6925,-87.6825,10,53,0.7422977317680154,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
666,BASELINE,41.8175,-87.6175,35,66,0.7421513293089487,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
667,BASELINE,41.9975,-87.6575,71,58,0.7413482569512675,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
668,BASELINE,41.9625,-87.7075,64,48,0.7410770606442985,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
669,BASELINE,41.7575,-87.6575,23,58,0.7405514095278537,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
670,BASELINE,41.8625,-87.6375,44,62,0.7402762946364605,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
671,BASELINE,41.8475,-87.7075,41,48,0.7399752589426902,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
672,BASELINE,41.8475,-87.63250000000001,41,63,0.7385083225275778,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
673,BASELINE,41.9025,-87.7325,52,43,0.7370818503057914,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
674,BASELINE,41.8575,-87.67750000000001,43,54,0.7367025505108743,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
675,BASELINE,41.8175,-87.6675,35,56,0.7358979238599473,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
676,BASELINE,41.7575,-87.6525,23,59,0.735780340609341,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
677,BASELINE,41.9225,-87.6675,56,56,0.7350630538782323,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
678,BASELINE,41.8775,-87.77250000000001,47,35,0.7321430039275985,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
679,BASELINE,41.9425,-87.8375,60,22,0.7320498916868939,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
680,BASELINE,41.7425,-87.6425,20,61,0.7309962557380274,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
681,BASELINE,41.7325,-87.6425,18,61,0.7304356937037622,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
682,BASELINE,41.6925,-87.6225,10,65,0.7301491056740096,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
683,BASELINE,41.9525,-87.6425,62,61,0.7292894861445516,4,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
684,BASELINE,41.7975,-87.5925,31,71,0.7284074789113917,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
685,BASELINE,41.8975,-87.6975,51,50,0.7278359162803983,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
686,BASELINE,41.9125,-87.6825,54,53,0.7275633773390329,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
687,BASELINE,41.8075,-87.6425,33,61,0.7272198791683797,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
688,BASELINE,41.9325,-87.6575,58,58,0.7270459551958743,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
689,BASELINE,41.8575,-87.7325,43,43,0.7253198873016489,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
690,BASELINE,41.7575,-87.6025,23,69,0.7247720595144689,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
691,BASELINE,41.9475,-87.6525,61,59,0.7245820561510452,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
692,BASELINE,41.6775,-87.6425,7,61,0.7233632346617573,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
693,BASELINE,41.7075,-87.6575,13,58,0.7202285014898463,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
694,BASELINE,41.8575,-87.7175,43,46,0.7199600577913696,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
695,BASELINE,41.9275,-87.66250000000001,57,57,0.719617085253163,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
696,BASELINE,41.8675,-87.6825,45,53,0.7183098374343707,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
697,BASELINE,41.9025,-87.6725,52,55,0.7182114276411179,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
698,BASELINE,41.7225,-87.5925,16,71,0.7167948908768347,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
699,BASELINE,41.8875,-87.67750000000001,49,54,0.7163057684728549,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
700,BASELINE,41.8475,-87.6425,41,61,0.713303667284706,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
701,BASELINE,41.7975,-87.64750000000001,31,60,0.7106682754629112,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
702,BASELINE,41.9275,-87.6525,57,59,0.7097531421299617,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
703,BASELINE,41.8975,-87.6425,51,61,0.7078159662601238,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
704,BASELINE,41.7675,-87.7225,25,45,0.7075936536625526,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
705,BASELINE,41.8875,-87.6125,49,67,0.7075586953526218,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
706,BASELINE,41.9475,-87.6675,61,56,0.706637242124177,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
707,BASELINE,41.9175,-87.7175,55,46,0.7065339121856226,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
708,BASELINE,41.8075,-87.5875,33,72,0.7045596422434759,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
709,BASELINE,41.6925,-87.6125,10,67,0.6994701824679452,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
710,BASELINE,41.8925,-87.6675,50,56,0.6994337604264377,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
711,BASELINE,41.7725,-87.7025,26,49,0.6993618370979465,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
712,BASELINE,41.7475,-87.7275,21,44,0.6988532281854825,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
713,BASELINE,41.7225,-87.6175,16,66,0.6966842530602103,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
714,BASELINE,41.9275,-87.7675,57,36,0.6946511432710857,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
715,BASELINE,41.9375,-87.6375,59,62,0.6945631031796413,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
716,BASELINE,41.9125,-87.64750000000001,54,60,0.693735639349411,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
717,BASELINE,41.7725,-87.6525,26,59,0.6935492694935743,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
718,BASELINE,41.8525,-87.7075,42,48,0.6934100073254783,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
719,BASELINE,41.7375,-87.7025,19,49,0.6925366046440738,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
720,BASELINE,41.9075,-87.6875,53,52,0.6921603599399432,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
721,BASELINE,41.9375,-87.8375,59,22,0.6908979434746241,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
722,BASELINE,41.8125,-87.6825,34,53,0.6895976442123501,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
723,BASELINE,41.8025,-87.66250000000001,32,57,0.6869324131259235,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
724,BASELINE,41.9625,-87.7675,64,36,0.6860631142084778,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
725,BASELINE,41.8675,-87.7075,45,48,0.6858065888672709,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
726,BASELINE,41.7475,-87.7425,21,41,0.6854669473162507,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
727,BASELINE,41.7575,-87.6375,23,62,0.6852368476369589,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
728,BASELINE,41.9225,-87.6375,56,62,0.6816857836968196,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
729,BASELINE,41.9175,-87.75750000000001,55,38,0.6811911856331131,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
730,BASELINE,41.7625,-87.6075,24,68,0.680960233827227,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
731,BASELINE,41.7925,-87.7925,30,31,0.6809109115919345,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
732,BASELINE,41.8825,-87.66250000000001,48,57,0.6792807346301664,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
733,BASELINE,41.7125,-87.6275,14,64,0.6786937962258442,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
734,BASELINE,42.0025,-87.6725,72,55,0.6782022783391294,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
735,BASELINE,41.7825,-87.5975,28,70,0.6776480892505822,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
736,BASELINE,41.7925,-87.77250000000001,30,35,0.6763778583842449,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
737,BASELINE,41.9825,-87.7125,68,47,0.6760375279001584,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
738,BASELINE,41.8225,-87.6675,36,56,0.6756200257095764,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
739,BASELINE,41.7825,-87.66250000000001,28,57,0.6755960251957392,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
740,BASELINE,41.9225,-87.67750000000001,56,54,0.6750861720144424,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
741,BASELINE,41.8325,-87.7025,38,49,0.674314935891623,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
742,BASELINE,41.9075,-87.7125,53,47,0.6728613677457321,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
743,BASELINE,41.7525,-87.5825,22,73,0.6726954440068702,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
744,BASELINE,41.7325,-87.64750000000001,18,60,0.6726561544617963,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
745,BASELINE,41.9475,-87.8075,61,28,0.6718835142156047,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
746,BASELINE,41.9475,-87.7675,61,36,0.6718738064255982,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
747,BASELINE,41.7925,-87.80250000000001,30,29,0.6708668875183016,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
748,BASELINE,41.8725,-87.7325,46,43,0.6701273206642638,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
749,BASELINE,41.8225,-87.6025,36,69,0.6697951432519594,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
750,BASELINE,41.8225,-87.6275,36,64,0.6695412896333424,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
751,BASELINE,41.8775,-87.6575,47,58,0.6686804576916536,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
752,BASELINE,41.7625,-87.66250000000001,24,57,0.6683219765077937,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
753,BASELINE,41.9675,-87.6725,65,55,0.6656980560932494,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
754,BASELINE,41.9675,-87.64750000000001,65,60,0.665121475870159,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
