clip_id,grid_h,grid_w,address,n_frames_total,n_frames_processed,copresence_frames,interaction_frames,sum_pedestrians,sum_vehicles,wall_seconds,mean_pedestrian_count,mean_vehicle_count,copresence_seconds,interaction_seconds,copresence_rate,interaction_rate
prev_01,12,53,10540 S Western Ave,27367,9123,341,307,343,42502,120.95,0.03759728159596624,4.65877452592349,34.1,30.7,0.037378055464211336,0.03365121122437795
prev_02,13,84,10318 S Indianapolis Ave,53761,17921,418,329,582,68194,229.99,0.032475866302103674,3.8052564031025056,41.8,32.9,0.023324591261648344,0.018358350538474417
gap_01,40,48,2718 S Kedzie Ave,6809,2270,17,9,37,3694,27.79,0.01629955947136564,1.6273127753303964,1.7,0.9,0.007488986784140969,0.003964757709251102
