h,w,n_cameras,violation_score,total_violations,lat,lon,addresses,pred,true,log_violation_score,high_violations,low_severe,is_preventative,is_enforcement_gap,z_viol,z_pred,preventative_score,enforcement_gap_score
62,33,1,54.16181988742965,230946.0,41.9531,-87.7828,6226 W Irving Park Rd,0.5822441026481184,0,4.0102710452639085,False,False,False,True,0.2548681458681604,-0.1769996132618811,0.4318677591300415,-0.4318677591300415
62,37,1,47.48301259206463,199856.0,41.9533,-87.7643,5454 W Irving Park,0.3265005698068735,0,3.881213480755817,False,False,False,True,0.13654724894501957,-0.7247783975040716,0.8613256464490912,-0.8613256464490912
62,50,2,182.3050771928487,651162.0,41.95399999999999,-87.69640000000001,2705 W Irving Park Ave | 2712 W Irving Park Ave,0.6485431496152534,0,5.211151853277377,True,False,False,False,1.355844247838776,-0.04946055670126602,1.405304804540042,-1.405304804540042
62,51,1,65.57769304099142,68791.0,41.9539,-87.6913,2501 W Irving Park Rd,0.2404364480295492,0,4.198369582117187,False,True,False,False,0.42731822793223817,-0.933204949007037,1.3605231769392752,-1.3605231769392752
62,58,1,102.83190066857688,430660.0,41.9545,-87.6589,1142 W Irving Park Rd,0.5233341751484926,0,4.642773251729796,True,False,False,False,0.8347506863465793,-0.29489081855843025,1.1296415049050097,-1.1296415049050097
63,36,1,11.70019249278152,48626.0,41.9557,-87.7669,4123 N Central Ave,0.300618526282969,0,2.5416171502616116,False,False,False,True,-1.0916042347991604,-0.7860016157755675,-0.30560261902359287,0.30560261902359287
63,56,1,41.70748299319728,6131.0,41.9568,-87.669,4118 N Ashland Ave,0.5770794882290287,0,3.7543741506231627,False,False,False,True,0.020260045140820065,-0.1871580640637304,0.20741810920455045,-0.20741810920455045
64,50,1,2.870096463022508,4463.0,41.9611,-87.697,2721 W Montrose Ave,0.20067171595579,0,1.353279432576656,False,True,False,False,-2.1810807419686937,-1.0344404315383429,-1.1466403104303509,1.1466403104303509
64,52,2,38.25779660457128,160399.0,41.96235,-87.68875,4433 N Western Ave | 4436 N Western Ave,0.8758500101631874,1,3.6701500641090945,False,False,False,True,-0.05695719893828984,0.35188157629375244,-0.40883877523204226,0.40883877523204226
64,53,1,4.387545176536002,15782.0,41.9623,-87.6846,4432 N Lincoln Ave,0.3942398620378829,0,1.6840898408306255,False,False,False,True,-1.877791396897673,-0.5700298409774804,-1.3077615559201925,1.3077615559201925
64,58,2,7.067770632900233,23617.0,41.96275,-87.65575000000001,4429 N Broadway Ave | 4446 N Broadway Ave,0.8176022291336482,0,2.087877190448907,False,False,False,True,-1.5075962707525674,0.2538725198651749,-1.7614687906177422,1.7614687906177422
65,37,2,52.574725163534254,222193.0,41.9685,-87.76395,5432 W Lawrence Ave | 5471 W Higgins Rd,1.0426800578420845,0,3.9810774114077847,False,False,False,True,0.22810321383594484,0.61660782117932,-0.38850460734337516,0.38850460734337516
65,39,1,166.6672845227062,179834.0,41.9679,-87.7523,4949 W Lawrence Ave,0.5214810467592076,1,5.121981566450921,True,False,False,False,1.2740922919854751,-0.29867287427594097,1.5727651662614162,-1.5727651662614162
65,56,1,22.912587412587413,6553.0,41.9676,-87.6695,4716 N Ashland,1.2085479987362944,2,3.1744049902782434,False,False,False,True,-0.5114598234413071,0.8591860779024144,-1.3706459013437216,1.3706459013437216
66,40,1,200.45346062052505,755910.0,41.9701,-87.7477,4909 N Cicero Ave,0.4415580013093033,0,5.305558390047886,True,False,False,False,1.442396835040232,-0.46633049921814906,1.9087273342583813,-1.9087273342583813
66,44,1,65.8328530259366,274128.0,41.9743,-87.7282,5120 N Pulaski Rd,0.2451709371419941,2,4.20219477140835,False,True,False,False,0.43082518879544923,-0.9213684185882058,1.3521936073836551,-1.3521936073836551
66,54,1,1.2777777777777777,138.0,41.974,-87.6793,5059 N Damen Ave,0.257966210021841,0,0.8232003088081431,False,True,False,False,-2.667061068682443,-0.8896031895228761,-1.777457879159567,1.777457879159567
67,30,1,32.99270072992701,4520.0,41.9756,-87.7986,6824 W Foster Ave,0.3309861156530708,0,3.5261458171542523,False,False,False,True,-0.18898132108395566,-0.7142895464864539,0.5253082254024983,-0.5253082254024983
67,34,1,34.83348498635123,38282.0,41.9758,-87.7786,6020 W Foster Ave,0.113532079518669,0,3.5788827910678958,False,True,False,False,-0.14063168673080345,-1.26854119171662,1.1279095049858165,-1.1279095049858165
67,36,1,16.50735294117647,2245.0,41.98,-87.7683,5432 N Central Ave,1.0466684923320622,1,2.8626209607508106,False,False,False,True,-0.7973056486016293,0.6226686465922167,-1.419974295193846,1.419974295193846
67,43,1,133.1412213740458,558128.0,41.9755,-87.7317,4124 W Foster Ave,0.1862397406851081,0,4.898893135848909,True,True,True,False,1.069563225420369,-1.0720136208891906,2.14157684630956,-2.14157684630956
67,49,1,30.39698243878308,122895.0,41.9759,-87.7048,3034 W Foster Ave,0.1597137610959093,1,3.446711787620544,False,True,False,False,-0.26180700671091767,-1.1422810141019029,0.8804740073909851,-0.8804740073909851
68,31,1,39.76192946058092,76661.0,41.983,-87.7908,6510 W Bryn Mawr Ave,0.2771935460062185,0,3.7077485443436022,False,False,False,True,-0.022486643715507647,-0.8424723243322229,0.8199856806167152,-0.8199856806167152
69,40,1,52.053818554587394,101557.0,41.9898,-87.7462,4707 W Peterson Ave,0.4811315777977785,0,3.9713068427633598,False,False,False,True,0.21914548671732254,-0.3821846970552823,0.6013301837726048,-0.6013301837726048
69,56,1,36.45890736342043,153492.0,41.9889,-87.6686,5885 N Ridge Ave,1.09115505639887,1,3.623244528502463,False,False,False,True,-0.09996052900104664,0.6894810251258255,-0.7894415541268722,0.7894415541268722
69,57,1,402.6560283687944,113549.0,41.9887,-87.6601,5857 N Broadway,1.6542944162763151,0,6.000563100372869,True,False,False,False,2.0795821174752183,1.4304039252945395,0.6491781921806787,-0.6491781921806787
70,32,1,113.51162790697674,29286.0,41.99,-87.7875,5941 N Nagle,0.2952031981969974,2,4.740676371610782,True,False,False,False,0.9245089659177527,-0.7989654611512851,1.7234744270690379,-1.7234744270690379
70,40,2,45.24830265848671,88363.0,41.99105,-87.74690000000001,6125 N Cicero Ave | 4674 W Peterson Ave,0.4686015313929332,0,3.8340247640090364,False,False,False,True,0.09328429639037804,-0.40858177594883116,0.5018660723392092,-0.5018660723392092
70,48,1,65.17473378509196,269302.0,41.9903,-87.7095,3137 W Peterson Ave,1.2115740398890138,0,4.192298725212621,False,False,False,True,0.4217524229615789,0.8634403370291905,-0.44168791406761165,0.44168791406761165
70,50,1,159.84132841328417,43317.0,41.9906,-87.6962,2650 W Peterson Ave,1.5061718495806913,3,5.080418341217076,True,False,False,False,1.2359868302294637,1.251987473198188,-0.016000642968724277,0.016000642968724277
70,58,1,72.75091575091575,19861.0,41.9938,-87.6554,6151 N Sheridan Rd,1.274699622262973,0,4.300693412104409,False,False,False,True,0.5211294461033361,0.9508846564044359,-0.42975521030109975,0.42975521030109975
72,37,1,108.91575091575092,29734.0,42.0014,-87.7625,6616 N Central Ave,0.0945012041728736,0,4.699714171574677,True,True,True,False,0.8869545283557985,-1.3221020102051588,2.209056538560957,-2.209056538560957
72,52,1,58.29737402413059,246423.0,42.0003,-87.6898,6523 N Western Ave,0.1087257298288951,0,4.08256502212486,False,True,False,False,0.32114778020755064,-1.2819813660785853,1.603129146286136,-1.603129146286136
74,27,1,165.20825515947467,88056.0,42.0116,-87.8142,7508 W Touhy Ave,0.1126033591629416,0,5.1132415512207725,True,True,True,False,1.2660793835976973,-1.27113367943764,2.5372130630353373,-2.5372130630353373
74,57,1,197.51041666666663,56883.0,42.0122,-87.663,7115 N Sheridan Rd,2.028377712291453,0,5.290841575660539,True,False,False,False,1.4289043544963806,1.8400676669051952,-0.41116331240881454,0.41116331240881454
